Logger: #E50A33 'PT1000TEMP' - USP_EXP2 - (CGI) Expander for GP5W - (V2.60, Mai 12 2013),,
No,Time,#1:oC,#HK-Bat:V
4059,28.07.2015 05:00:00,4.92309,3.527
4060,28.07.2015 05:20:00,4.93479,
4061,28.07.2015 05:40:00,4.93131,
4062,28.07.2015 06:00:00,4.93922,
4063,28.07.2015 06:20:00,4.93962,
4064,28.07.2015 06:40:00,4.94166,
4065,28.07.2015 07:00:00,4.94527,
4066,28.07.2015 07:20:00,4.94431,
4067,28.07.2015 07:40:00,4.95073,
4068,28.07.2015 08:00:00,4.94814,
4069,28.07.2015 08:20:00,4.94982,
4070,28.07.2015 08:40:00,4.95382,
4071,28.07.2015 09:00:00,4.95858,
4072,28.07.2015 09:20:00,4.95761,
4073,28.07.2015 09:40:00,4.96286,
4074,28.07.2015 10:00:00,4.9636,
4075,28.07.2015 10:20:00,4.96586,
4076,28.07.2015 10:40:00,4.96728,
4077,28.07.2015 11:00:00,4.9632,
4078,28.07.2015 11:20:00,4.96717,
4079,28.07.2015 11:40:00,4.96927,
4080,28.07.2015 12:00:00,4.97664,
4081,28.07.2015 12:20:00,4.97777,
4082,28.07.2015 12:40:00,4.97425,
4083,28.07.2015 13:00:00,4.97722,3.526
4084,28.07.2015 13:20:00,4.97846,
4085,28.07.2015 13:40:00,4.97976,
4086,28.07.2015 14:00:00,4.98764,
4087,28.07.2015 14:20:00,4.98525,
4088,28.07.2015 14:40:00,4.98623,
4089,28.07.2015 15:00:00,4.98074,
4090,28.07.2015 15:20:00,4.99097,
4091,28.07.2015 15:40:00,4.99295,
4092,28.07.2015 16:00:00,5.00004,
4093,28.07.2015 16:20:00,4.9989,
4094,28.07.2015 16:40:00,5.00037,
4095,28.07.2015 17:00:00,5.00117,
4096,28.07.2015 17:20:00,4.99979,
4097,28.07.2015 17:40:00,5.00386,
4098,28.07.2015 18:00:00,5.003,
4099,28.07.2015 18:20:00,5.00734,
4100,28.07.2015 18:40:00,5.01195,
4101,28.07.2015 19:00:00,5.01449,
4102,28.07.2015 19:20:00,5.01457,
4103,28.07.2015 19:40:00,5.0209,
4104,28.07.2015 20:00:00,5.01831,
4105,28.07.2015 20:20:00,5.02667,
4106,28.07.2015 20:40:00,5.01803,
4107,28.07.2015 21:00:00,5.02398,3.523
4108,28.07.2015 21:20:00,5.02952,
4109,28.07.2015 21:40:00,5.03863,
4110,28.07.2015 22:00:00,5.03675,
4111,28.07.2015 22:20:00,5.02768,
4112,28.07.2015 22:40:00,5.04286,
4113,28.07.2015 23:00:00,5.04974,
4114,28.07.2015 23:20:00,5.05286,
4115,28.07.2015 23:40:00,5.04482,
4116,29.07.2015 00:00:00,5.048,
4117,29.07.2015 00:20:00,5.04735,
4118,29.07.2015 00:40:00,5.05472,
4119,29.07.2015 01:00:00,5.06114,
4120,29.07.2015 01:20:00,5.05848,
4121,29.07.2015 01:40:00,5.06177,
4122,29.07.2015 02:00:00,5.06575,
4123,29.07.2015 02:20:00,5.0696,
4124,29.07.2015 02:40:00,5.0695,
4125,29.07.2015 03:00:00,5.0721,
4126,29.07.2015 03:20:00,5.07475,
4127,29.07.2015 03:40:00,5.08147,
4128,29.07.2015 04:00:00,5.07726,
4129,29.07.2015 04:20:00,5.0797,
4130,29.07.2015 04:40:00,5.08074,
4131,29.07.2015 05:00:00,5.08322,3.523
4132,29.07.2015 05:20:00,5.09055,
4133,29.07.2015 05:40:00,5.09275,
4134,29.07.2015 06:00:00,5.09526,
4135,29.07.2015 06:20:00,5.09697,
4136,29.07.2015 06:40:00,5.09708,
4137,29.07.2015 07:00:00,5.09801,
4138,29.07.2015 07:20:00,5.10458,
4139,29.07.2015 07:40:00,5.10267,
4140,29.07.2015 08:00:00,5.10705,
4141,29.07.2015 08:20:00,5.10647,
4142,29.07.2015 08:40:00,5.11447,
4143,29.07.2015 09:00:00,5.11228,
4144,29.07.2015 09:20:00,5.11508,
4145,29.07.2015 09:40:00,5.11982,
4146,29.07.2015 10:00:00,5.12067,
4147,29.07.2015 10:20:00,5.12271,
4148,29.07.2015 10:40:00,5.12659,
4149,29.07.2015 11:00:00,5.12754,
4150,29.07.2015 11:20:00,5.13515,
4151,29.07.2015 11:40:00,5.13701,
4152,29.07.2015 12:00:00,5.14117,
4153,29.07.2015 12:20:00,5.13947,
4154,29.07.2015 12:40:00,5.13464,
4155,29.07.2015 13:00:00,5.1394,3.52
4156,29.07.2015 13:20:00,5.14278,
4157,29.07.2015 13:40:00,5.14205,
4158,29.07.2015 14:00:00,5.14361,
4159,29.07.2015 14:20:00,5.15406,
4160,29.07.2015 14:40:00,5.15544,
4161,29.07.2015 15:00:00,5.14935,
4162,29.07.2015 15:20:00,5.15864,
4163,29.07.2015 15:40:00,5.1529,
4164,29.07.2015 16:00:00,5.16295,
4165,29.07.2015 16:20:00,5.16148,
4166,29.07.2015 16:40:00,5.16304,
4167,29.07.2015 17:00:00,5.16863,
4168,29.07.2015 17:20:00,5.16901,
4169,29.07.2015 17:40:00,5.16873,
4170,29.07.2015 18:00:00,5.17511,
4171,29.07.2015 18:20:00,5.17533,
4172,29.07.2015 18:40:00,5.17438,
4173,29.07.2015 19:00:00,5.18135,
4174,29.07.2015 19:20:00,5.17802,
4175,29.07.2015 19:40:00,5.18143,
4176,29.07.2015 20:00:00,5.18424,
4177,29.07.2015 20:20:00,5.19185,
4178,29.07.2015 20:40:00,5.1888,
4179,29.07.2015 21:00:00,5.1932,3.522
4180,29.07.2015 21:20:00,5.20597,
4181,29.07.2015 21:40:00,5.19497,
4182,29.07.2015 22:00:00,5.19726,
4183,29.07.2015 22:20:00,5.20448,
4184,29.07.2015 22:40:00,5.20814,
4185,29.07.2015 23:00:00,5.21305,
4186,29.07.2015 23:20:00,5.21294,
4187,29.07.2015 23:40:00,5.21181,
4188,30.07.2015 00:00:00,5.21742,
4189,30.07.2015 00:20:00,5.22576,
4190,30.07.2015 00:40:00,5.22108,
4191,30.07.2015 01:00:00,5.22546,
4192,30.07.2015 01:20:00,5.23349,
4193,30.07.2015 01:40:00,5.22768,
4194,30.07.2015 02:00:00,5.23011,
4195,30.07.2015 02:20:00,5.23777,
4196,30.07.2015 02:40:00,5.24071,
4197,30.07.2015 03:00:00,5.24067,
4198,30.07.2015 03:20:00,5.24361,
4199,30.07.2015 03:40:00,5.24892,
4200,30.07.2015 04:00:00,5.25574,
4201,30.07.2015 04:20:00,5.25937,
4202,30.07.2015 04:40:00,5.26046,
4203,30.07.2015 05:00:00,5.26118,3.521
4204,30.07.2015 05:20:00,5.26038,
4205,30.07.2015 05:40:00,5.25977,
4206,30.07.2015 06:00:00,5.26365,
4207,30.07.2015 06:20:00,5.26829,
4208,30.07.2015 06:40:00,5.27226,
4209,30.07.2015 07:00:00,5.27549,
4210,30.07.2015 07:20:00,5.27476,
4211,30.07.2015 07:40:00,5.2781,
4212,30.07.2015 08:00:00,5.28365,
4213,30.07.2015 08:20:00,5.28784,
4214,30.07.2015 08:40:00,5.2857,
4215,30.07.2015 09:00:00,5.289,
4216,30.07.2015 09:20:00,5.29182,
4217,30.07.2015 09:40:00,5.29331,
4218,30.07.2015 10:00:00,5.29691,
4219,30.07.2015 10:20:00,5.29469,
4220,30.07.2015 10:40:00,5.30214,
4221,30.07.2015 11:00:00,5.30287,
4222,30.07.2015 11:20:00,5.30366,
4223,30.07.2015 11:40:00,5.30486,
4224,30.07.2015 12:00:00,5.31189,
4225,30.07.2015 12:20:00,5.31429,
4226,30.07.2015 12:40:00,5.31934,
4227,30.07.2015 13:00:00,5.31824,3.519
4228,30.07.2015 13:20:00,5.3241,
4229,30.07.2015 13:40:00,5.32181,
4230,30.07.2015 14:00:00,5.33005,
4231,30.07.2015 14:20:00,5.32602,
4232,30.07.2015 14:40:00,5.33614,
4233,30.07.2015 15:00:00,5.33923,
4234,30.07.2015 15:20:00,5.33679,
4235,30.07.2015 15:40:00,5.34279,
4236,30.07.2015 16:00:00,5.34137,
4237,30.07.2015 16:20:00,5.3483,
4238,30.07.2015 16:40:00,5.3515,
4239,30.07.2015 17:00:00,5.35731,
4240,30.07.2015 17:20:00,5.35713,
4241,30.07.2015 17:40:00,5.36551,
4242,30.07.2015 18:00:00,5.36388,
4243,30.07.2015 18:20:00,5.3659,
4244,30.07.2015 18:40:00,5.37247,
4245,30.07.2015 19:00:00,5.37066,
4246,30.07.2015 19:20:00,5.37619,
4247,30.07.2015 19:40:00,5.37096,
4248,30.07.2015 20:00:00,5.3802,
4249,30.07.2015 20:20:00,5.38787,
4250,30.07.2015 20:40:00,5.38533,
4251,30.07.2015 21:00:00,5.39449,3.521
4252,30.07.2015 21:20:00,5.39553,
4253,30.07.2015 21:40:00,5.39727,
4254,30.07.2015 22:00:00,5.39611,
4255,30.07.2015 22:20:00,5.39912,
4256,30.07.2015 22:40:00,5.40116,
4257,30.07.2015 23:00:00,5.40721,
4258,30.07.2015 23:20:00,5.40802,
4259,30.07.2015 23:40:00,5.41191,
4260,31.07.2015 00:00:00,5.41466,
4261,31.07.2015 00:20:00,5.41625,
4262,31.07.2015 00:40:00,5.41811,
4263,31.07.2015 01:00:00,5.42141,
4264,31.07.2015 01:20:00,5.42315,
4265,31.07.2015 01:40:00,5.42519,
4266,31.07.2015 02:00:00,5.43162,
4267,31.07.2015 02:20:00,5.43223,
4268,31.07.2015 02:40:00,5.43891,
4269,31.07.2015 03:00:00,5.43387,
4270,31.07.2015 03:20:00,5.43482,
4271,31.07.2015 03:40:00,5.44218,
4272,31.07.2015 04:00:00,5.4387,
4273,31.07.2015 04:20:00,5.44729,
4274,31.07.2015 04:40:00,5.45081,
4275,31.07.2015 05:00:00,5.45096,3.52
4276,31.07.2015 05:20:00,5.46277,
4277,31.07.2015 05:40:00,5.46929,
4278,31.07.2015 06:00:00,5.46828,
4279,31.07.2015 06:20:00,5.46391,
4280,31.07.2015 06:40:00,5.47369,
4281,31.07.2015 07:00:00,5.46854,
4282,31.07.2015 07:20:00,5.47337,
4283,31.07.2015 07:40:00,5.47238,
4284,31.07.2015 08:00:00,5.47631,
4285,31.07.2015 08:20:00,5.48789,
4286,31.07.2015 08:40:00,5.48089,
4287,31.07.2015 09:00:00,5.49638,
4288,31.07.2015 09:20:00,5.49575,
4289,31.07.2015 09:40:00,5.497,
4290,31.07.2015 10:00:00,5.49278,
4291,31.07.2015 10:20:00,5.49587,
4292,31.07.2015 10:40:00,5.49125,
4293,31.07.2015 11:00:00,5.50134,
4294,31.07.2015 11:20:00,5.50488,
4295,31.07.2015 11:40:00,5.50048,
4296,31.07.2015 12:00:00,5.50763,
4297,31.07.2015 12:20:00,5.50894,
4298,31.07.2015 12:40:00,5.50833,
4299,31.07.2015 13:00:00,5.51649,3.521
4300,31.07.2015 13:20:00,5.51725,
4301,31.07.2015 13:40:00,5.51581,
4302,31.07.2015 14:00:00,5.5146,
4303,31.07.2015 14:20:00,5.52498,
4304,31.07.2015 14:40:00,5.52336,
4305,31.07.2015 15:00:00,5.52354,
4306,31.07.2015 15:20:00,5.53159,
4307,31.07.2015 15:40:00,5.52761,
4308,31.07.2015 16:00:00,5.53953,
4309,31.07.2015 16:20:00,5.53977,
4310,31.07.2015 16:40:00,5.54295,
4311,31.07.2015 17:00:00,5.54322,
4312,31.07.2015 17:20:00,5.5406,
4313,31.07.2015 17:40:00,5.54974,
4314,31.07.2015 18:00:00,5.54362,
4315,31.07.2015 18:20:00,5.54876,
4316,31.07.2015 18:40:00,5.55025,
4317,31.07.2015 19:00:00,5.55944,
4318,31.07.2015 19:20:00,5.56042,
4319,31.07.2015 19:40:00,5.56732,
4320,31.07.2015 20:00:00,5.55631,
4321,31.07.2015 20:20:00,5.56757,
4322,31.07.2015 20:40:00,5.56913,
4323,31.07.2015 21:00:00,5.57305,3.521
4324,31.07.2015 21:20:00,5.57992,
4325,31.07.2015 21:40:00,5.57689,
4326,31.07.2015 22:00:00,5.57909,
4327,31.07.2015 22:20:00,5.58159,
4328,31.07.2015 22:40:00,5.58169,
4329,31.07.2015 23:00:00,5.58423,
4330,31.07.2015 23:20:00,5.58685,
4331,31.07.2015 23:40:00,5.59022,
4332,01.08.2015 00:00:00,5.59164,
4333,01.08.2015 00:20:00,5.59577,
4334,01.08.2015 00:40:00,5.59244,
4335,01.08.2015 01:00:00,5.60143,
4336,01.08.2015 01:20:00,5.60152,
4337,01.08.2015 01:40:00,5.60824,
4338,01.08.2015 02:00:00,5.60293,
4339,01.08.2015 02:20:00,5.60867,
4340,01.08.2015 02:40:00,5.61371,
4341,01.08.2015 03:00:00,5.61273,
4342,01.08.2015 03:20:00,5.6157,
4343,01.08.2015 03:40:00,5.61399,
4344,01.08.2015 04:00:00,5.62156,
4345,01.08.2015 04:20:00,5.62094,
4346,01.08.2015 04:40:00,5.62572,
4347,01.08.2015 05:00:00,5.62652,3.518
4348,01.08.2015 05:20:00,5.62526,
4349,01.08.2015 05:40:00,5.63335,
4350,01.08.2015 06:00:00,5.63241,
4351,01.08.2015 06:20:00,5.63977,
4352,01.08.2015 06:40:00,5.63672,
4353,01.08.2015 07:00:00,5.63901,
4354,01.08.2015 07:20:00,5.64127,
4355,01.08.2015 07:40:00,5.641,
4356,01.08.2015 08:00:00,5.64191,
4357,01.08.2015 08:20:00,5.64775,
4358,01.08.2015 08:40:00,5.64737,
4359,01.08.2015 09:00:00,5.65318,
4360,01.08.2015 09:20:00,5.66073,
4361,01.08.2015 09:40:00,5.65557,
4362,01.08.2015 10:00:00,5.66726,
4363,01.08.2015 10:20:00,5.66284,
4364,01.08.2015 10:40:00,5.667,
4365,01.08.2015 11:00:00,5.66355,
4366,01.08.2015 11:20:00,5.6702,
4367,01.08.2015 11:40:00,5.6738,
4368,01.08.2015 12:00:00,5.67075,
4369,01.08.2015 12:20:00,5.67442,
4370,01.08.2015 12:40:00,5.67785,
4371,01.08.2015 13:00:00,5.67919,3.52
4372,01.08.2015 13:20:00,5.6861,
4373,01.08.2015 13:40:00,5.67876,
4374,01.08.2015 14:00:00,5.67415,
4375,01.08.2015 14:20:00,5.68286,
4376,01.08.2015 14:40:00,5.68749,
4377,01.08.2015 15:00:00,5.69597,
4378,01.08.2015 15:20:00,5.69071,
4379,01.08.2015 15:40:00,5.69315,
4380,01.08.2015 16:00:00,5.69544,
4381,01.08.2015 16:20:00,5.69481,
4382,01.08.2015 16:40:00,5.69753,
4383,01.08.2015 17:00:00,5.69794,
4384,01.08.2015 17:20:00,5.70219,
4385,01.08.2015 17:40:00,5.69768,
4386,01.08.2015 18:00:00,5.69902,
4387,01.08.2015 18:20:00,5.70506,
4388,01.08.2015 18:40:00,5.70491,
4389,01.08.2015 19:00:00,5.7072,
4390,01.08.2015 19:20:00,5.71237,
4391,01.08.2015 19:40:00,5.70788,
4392,01.08.2015 20:00:00,5.71354,
4393,01.08.2015 20:20:00,5.7211,
4394,01.08.2015 20:40:00,5.71954,
4395,01.08.2015 21:00:00,5.71707,3.519
4396,01.08.2015 21:20:00,5.72157,
4397,01.08.2015 21:40:00,5.71817,
4398,01.08.2015 22:00:00,5.72618,
4399,01.08.2015 22:20:00,5.7321,
4400,01.08.2015 22:40:00,5.72593,
4401,01.08.2015 23:00:00,5.73043,
4402,01.08.2015 23:20:00,5.73363,
4403,01.08.2015 23:40:00,5.73149,
4404,02.08.2015 00:00:00,5.73413,
4405,02.08.2015 00:20:00,5.73648,
4406,02.08.2015 00:40:00,5.73773,
4407,02.08.2015 01:00:00,5.73917,
4408,02.08.2015 01:20:00,5.73794,
4409,02.08.2015 01:40:00,5.73769,
4410,02.08.2015 02:00:00,5.74023,
4411,02.08.2015 02:20:00,5.74212,
4412,02.08.2015 02:40:00,5.7475,
4413,02.08.2015 03:00:00,5.74033,
4414,02.08.2015 03:20:00,5.74992,
4415,02.08.2015 03:40:00,5.74226,
4416,02.08.2015 04:00:00,5.75102,
4417,02.08.2015 04:20:00,5.7487,
4418,02.08.2015 04:40:00,5.75221,
4419,02.08.2015 05:00:00,5.75716,3.519
4420,02.08.2015 05:20:00,5.75032,
4421,02.08.2015 05:40:00,5.75667,
4422,02.08.2015 06:00:00,5.7589,
4423,02.08.2015 06:20:00,5.75838,
4424,02.08.2015 06:40:00,5.75845,
4425,02.08.2015 07:00:00,5.75988,
4426,02.08.2015 07:20:00,5.76278,
4427,02.08.2015 07:40:00,5.76626,
4428,02.08.2015 08:00:00,5.76758,
4429,02.08.2015 08:20:00,5.76752,
4430,02.08.2015 08:40:00,5.76739,
4431,02.08.2015 09:00:00,5.77473,
4432,02.08.2015 09:20:00,5.77446,
4433,02.08.2015 09:40:00,5.77225,
4434,02.08.2015 10:00:00,5.77831,
4435,02.08.2015 10:20:00,5.77323,
4436,02.08.2015 10:40:00,5.77018,
4437,02.08.2015 11:00:00,5.77962,
4438,02.08.2015 11:20:00,5.78307,
4439,02.08.2015 11:40:00,5.7831,
4440,02.08.2015 12:00:00,5.7732,
4441,02.08.2015 12:20:00,5.77944,
4442,02.08.2015 12:40:00,5.78362,
4443,02.08.2015 13:00:00,5.7853,3.519
4444,02.08.2015 13:20:00,5.78702,
4445,02.08.2015 13:40:00,5.78297,
4446,02.08.2015 14:00:00,5.78335,
4447,02.08.2015 14:20:00,5.79138,
4448,02.08.2015 14:40:00,5.78973,
4449,02.08.2015 15:00:00,5.78909,
4450,02.08.2015 15:20:00,5.79563,
4451,02.08.2015 15:40:00,5.7887,
4452,02.08.2015 16:00:00,5.79664,
4453,02.08.2015 16:20:00,5.79382,
4454,02.08.2015 16:40:00,5.79752,
4455,02.08.2015 17:00:00,5.79566,
4456,02.08.2015 17:20:00,5.79893,
4457,02.08.2015 17:40:00,5.7944,
4458,02.08.2015 18:00:00,5.80343,
4459,02.08.2015 18:20:00,5.80101,
4460,02.08.2015 18:40:00,5.80398,
4461,02.08.2015 19:00:00,5.80379,
4462,02.08.2015 19:20:00,5.80725,
4463,02.08.2015 19:40:00,5.80682,
4464,02.08.2015 20:00:00,5.80073,
4465,02.08.2015 20:20:00,5.80657,
4466,02.08.2015 20:40:00,5.81073,
4467,02.08.2015 21:00:00,5.80584,3.516
4468,02.08.2015 21:20:00,5.80623,
4469,02.08.2015 21:40:00,5.81219,
4470,02.08.2015 22:00:00,5.81335,
4471,02.08.2015 22:20:00,5.80904,
4472,02.08.2015 22:40:00,5.81531,
4473,02.08.2015 23:00:00,5.8169,
4474,02.08.2015 23:20:00,5.81654,
4475,02.08.2015 23:40:00,5.81327,
4476,03.08.2015 00:00:00,5.81375,
4477,03.08.2015 00:20:00,5.81766,
4478,03.08.2015 00:40:00,5.81775,
4479,03.08.2015 01:00:00,5.81592,
4480,03.08.2015 01:20:00,5.82432,
4481,03.08.2015 01:40:00,5.82083,
4482,03.08.2015 02:00:00,5.81735,
4483,03.08.2015 02:20:00,5.82102,
4484,03.08.2015 02:40:00,5.82533,
4485,03.08.2015 03:00:00,5.82696,
4486,03.08.2015 03:20:00,5.82366,
4487,03.08.2015 03:40:00,5.82714,
4488,03.08.2015 04:00:00,5.83031,
4489,03.08.2015 04:20:00,5.8289,
4490,03.08.2015 04:40:00,5.82384,
4491,03.08.2015 05:00:00,5.83202,3.518
4492,03.08.2015 05:20:00,5.83193,
4493,03.08.2015 05:40:00,5.8356,
4494,03.08.2015 06:00:00,5.83945,
4495,03.08.2015 06:20:00,5.84269,
4496,03.08.2015 06:40:00,5.84196,
4497,03.08.2015 07:00:00,5.84159,
4498,03.08.2015 07:20:00,5.8403,
4499,03.08.2015 07:40:00,5.8444,
4500,03.08.2015 08:00:00,5.84513,
4501,03.08.2015 08:20:00,5.84513,
4502,03.08.2015 08:40:00,5.84653,
4503,03.08.2015 09:00:00,5.84984,
4504,03.08.2015 09:20:00,5.85082,
4505,03.08.2015 09:40:00,5.84335,
4506,03.08.2015 10:00:00,5.85402,
4507,03.08.2015 10:20:00,5.85238,
4508,03.08.2015 10:40:00,5.85724,
4509,03.08.2015 11:00:00,5.85452,
4510,03.08.2015 11:20:00,5.85243,
4511,03.08.2015 11:40:00,5.85976,
4512,03.08.2015 12:00:00,5.85369,
4513,03.08.2015 12:20:00,5.86306,
4514,03.08.2015 12:40:00,5.86032,
4515,03.08.2015 13:00:00,5.8609,3.518
4516,03.08.2015 13:20:00,5.85344,
4517,03.08.2015 13:40:00,5.85763,
4518,03.08.2015 14:00:00,5.85735,
4519,03.08.2015 14:20:00,5.85739,
4520,03.08.2015 14:40:00,5.86298,
4521,03.08.2015 15:00:00,5.86303,
4522,03.08.2015 15:20:00,5.86182,
4523,03.08.2015 15:40:00,5.86658,
4524,03.08.2015 16:00:00,5.86814,
4525,03.08.2015 16:20:00,5.86872,
4526,03.08.2015 16:40:00,5.8701,
4527,03.08.2015 17:00:00,5.86759,
4528,03.08.2015 17:20:00,5.87104,
4529,03.08.2015 17:40:00,5.87263,
4530,03.08.2015 18:00:00,5.87746,
4531,03.08.2015 18:20:00,5.87929,
4532,03.08.2015 18:40:00,5.87624,
4533,03.08.2015 19:00:00,5.88292,
4534,03.08.2015 19:20:00,5.88266,
4535,03.08.2015 19:40:00,5.88498,
4536,03.08.2015 20:00:00,5.88501,
4537,03.08.2015 20:20:00,5.88378,
4538,03.08.2015 20:40:00,5.88654,
4539,03.08.2015 21:00:00,5.89014,3.516
4540,03.08.2015 21:20:00,5.89432,
4541,03.08.2015 21:40:00,5.89341,
4542,03.08.2015 22:00:00,5.90071,
4543,03.08.2015 22:20:00,5.89794,
4544,03.08.2015 22:40:00,5.89351,
4545,03.08.2015 23:00:00,5.89842,
4546,03.08.2015 23:20:00,5.89316,
4547,03.08.2015 23:40:00,5.90667,
4548,04.08.2015 00:00:00,5.90104,
4549,04.08.2015 00:20:00,5.90826,
4550,04.08.2015 00:40:00,5.906,
4551,04.08.2015 01:00:00,5.91119,
4552,04.08.2015 01:20:00,5.91363,
4553,04.08.2015 01:40:00,5.91519,
4554,04.08.2015 02:00:00,5.91806,
4555,04.08.2015 02:20:00,5.91853,
4556,04.08.2015 02:40:00,5.91645,
4557,04.08.2015 03:00:00,5.92165,
4558,04.08.2015 03:20:00,5.91871,
4559,04.08.2015 03:40:00,5.92057,
4560,04.08.2015 04:00:00,5.92473,
4561,04.08.2015 04:20:00,5.92397,
4562,04.08.2015 04:40:00,5.93018,
4563,04.08.2015 05:00:00,5.92892,3.517
4564,04.08.2015 05:20:00,5.93087,
4565,04.08.2015 05:40:00,5.93283,
4566,04.08.2015 06:00:00,5.9294,
4567,04.08.2015 06:20:00,5.93429,
4568,04.08.2015 06:40:00,5.9298,
4569,04.08.2015 07:00:00,5.93998,
4570,04.08.2015 07:20:00,5.94035,
4571,04.08.2015 07:40:00,5.94275,
4572,04.08.2015 08:00:00,5.9404,
4573,04.08.2015 08:20:00,5.94853,
4574,04.08.2015 08:40:00,5.94187,
4575,04.08.2015 09:00:00,5.94677,
4576,04.08.2015 09:20:00,5.95034,
4577,04.08.2015 09:40:00,5.95027,
4578,04.08.2015 10:00:00,5.95681,
4579,04.08.2015 10:20:00,5.95528,
4580,04.08.2015 10:40:00,5.9588,
4581,04.08.2015 11:00:00,5.96149,
4582,04.08.2015 11:20:00,5.96119,
4583,04.08.2015 11:40:00,5.95822,
4584,04.08.2015 12:00:00,5.95641,
4585,04.08.2015 12:20:00,5.9629,
4586,04.08.2015 12:40:00,5.96701,
4587,04.08.2015 13:00:00,5.96812,3.517
4588,04.08.2015 13:20:00,5.96968,
4589,04.08.2015 13:40:00,5.97551,
4590,04.08.2015 14:00:00,5.97093,
4591,04.08.2015 14:20:00,5.97546,
4592,04.08.2015 14:40:00,5.9779,
4593,04.08.2015 15:00:00,5.97881,
4594,04.08.2015 15:20:00,5.98052,
4595,04.08.2015 15:40:00,5.97989,
4596,04.08.2015 16:00:00,5.98618,
4597,04.08.2015 16:20:00,5.98654,
4598,04.08.2015 16:40:00,5.98755,
4599,04.08.2015 17:00:00,5.98795,
4600,04.08.2015 17:20:00,5.99366,
4601,04.08.2015 17:40:00,5.98881,
4602,04.08.2015 18:00:00,5.99855,
4603,04.08.2015 18:20:00,6.00192,
4604,04.08.2015 18:40:00,5.99626,
4605,04.08.2015 19:00:00,6.00063,
4606,04.08.2015 19:20:00,5.99739,
4607,04.08.2015 19:40:00,6.00702,
4608,04.08.2015 20:00:00,6.01002,
4609,04.08.2015 20:20:00,6.01435,
4610,04.08.2015 20:40:00,6.00164,
4611,04.08.2015 21:00:00,6.00909,3.519
4612,04.08.2015 21:20:00,6.01178,
4613,04.08.2015 21:40:00,6.01096,
4614,04.08.2015 22:00:00,6.01601,
4615,04.08.2015 22:20:00,6.02334,
4616,04.08.2015 22:40:00,6.02502,
4617,04.08.2015 23:00:00,6.02071,
4618,04.08.2015 23:20:00,6.03232,
4619,04.08.2015 23:40:00,6.02905,
4620,05.08.2015 00:00:00,6.02844,
4621,05.08.2015 00:20:00,6.02273,
4622,05.08.2015 00:40:00,6.02706,
4623,05.08.2015 01:00:00,6.03587,
4624,05.08.2015 01:20:00,6.03428,
4625,05.08.2015 01:40:00,6.03589,
4626,05.08.2015 02:00:00,6.03761,
4627,05.08.2015 02:20:00,6.04042,
4628,05.08.2015 02:40:00,6.04209,
4629,05.08.2015 03:00:00,6.04448,
4630,05.08.2015 03:20:00,6.05032,
4631,05.08.2015 03:40:00,6.0446,
4632,05.08.2015 04:00:00,6.05157,
4633,05.08.2015 04:20:00,6.05319,
4634,05.08.2015 04:40:00,6.06129,
4635,05.08.2015 05:00:00,6.06184,3.518
4636,05.08.2015 05:20:00,6.04772,
4637,05.08.2015 05:40:00,6.05918,
4638,05.08.2015 06:00:00,6.06169,
4639,05.08.2015 06:20:00,6.05538,
4640,05.08.2015 06:40:00,6.06156,
4641,05.08.2015 07:00:00,6.06539,
4642,05.08.2015 07:20:00,6.07091,
4643,05.08.2015 07:40:00,6.07523,
4644,05.08.2015 08:00:00,6.07189,
4645,05.08.2015 08:20:00,6.07883,
4646,05.08.2015 08:40:00,6.07357,
4647,05.08.2015 09:00:00,6.0784,
4648,05.08.2015 09:20:00,6.08057,
4649,05.08.2015 09:40:00,6.07797,
4650,05.08.2015 10:00:00,6.08656,
4651,05.08.2015 10:20:00,6.08736,
4652,05.08.2015 10:40:00,6.08834,
4653,05.08.2015 11:00:00,6.08897,
4654,05.08.2015 11:20:00,6.09245,
4655,05.08.2015 11:40:00,6.09509,
4656,05.08.2015 12:00:00,6.10025,
4657,05.08.2015 12:20:00,6.0968,
4658,05.08.2015 12:40:00,6.09594,
4659,05.08.2015 13:00:00,6.10443,3.517
4660,05.08.2015 13:20:00,6.10838,
4661,05.08.2015 13:40:00,6.10755,
4662,05.08.2015 14:00:00,6.11489,
4663,05.08.2015 14:20:00,6.10969,
4664,05.08.2015 14:40:00,6.11129,
4665,05.08.2015 15:00:00,6.11514,
4666,05.08.2015 15:20:00,6.11975,
4667,05.08.2015 15:40:00,6.12433,
4668,05.08.2015 16:00:00,6.12614,
4669,05.08.2015 16:20:00,6.12269,
4670,05.08.2015 16:40:00,6.12458,
4671,05.08.2015 17:00:00,6.13023,
4672,05.08.2015 17:20:00,6.12949,
4673,05.08.2015 17:40:00,6.13427,
4674,05.08.2015 18:00:00,6.13946,
4675,05.08.2015 18:20:00,6.13939,
4676,05.08.2015 18:40:00,6.1387,
4677,05.08.2015 19:00:00,6.13906,
4678,05.08.2015 19:20:00,6.14411,
4679,05.08.2015 19:40:00,6.14407,
4680,05.08.2015 20:00:00,6.15146,
4681,05.08.2015 20:20:00,6.14441,
4682,05.08.2015 20:40:00,6.153,
4683,05.08.2015 21:00:00,6.14993,3.518
4684,05.08.2015 21:20:00,6.1613,
4685,05.08.2015 21:40:00,6.15672,
4686,05.08.2015 22:00:00,6.15126,
4687,05.08.2015 22:20:00,6.16168,
