Logger: #E50A33 'PT1000TEMP' - USP_EXP2 - (CGI) Expander for GP5W - (V2.60, Mai 12 2013),,
No,Time,#1:oC,#HK-Bat:V
3428,19.07.2015 10:40:00,18.9061,
3429,19.07.2015 11:00:00,18.823,
3430,19.07.2015 11:20:00,18.7504,
3431,19.07.2015 11:40:00,18.6836,
3432,19.07.2015 12:00:00,18.6055,
3433,19.07.2015 12:20:00,18.5261,
3434,19.07.2015 12:40:00,18.4724,
3435,19.07.2015 13:00:00,18.3889,3.635
3436,19.07.2015 13:20:00,18.3187,
3437,19.07.2015 13:40:00,18.2456,
3438,19.07.2015 14:00:00,19.2748,
3439,19.07.2015 14:20:00,19.0173,
3440,19.07.2015 14:40:00,18.6465,
3441,19.07.2015 15:00:00,18.4385,
3442,19.07.2015 15:20:00,18.3242,
3443,19.07.2015 15:40:00,18.2334,
3444,19.07.2015 16:00:00,18.1669,
3445,19.07.2015 16:20:00,18.1022,
3446,19.07.2015 16:40:00,18.0501,
3447,19.07.2015 17:00:00,17.9944,
3448,19.07.2015 17:20:00,17.9667,
3449,19.07.2015 17:40:00,17.9424,
3450,19.07.2015 18:00:00,17.9099,
3451,19.07.2015 18:20:00,17.8737,
3452,19.07.2015 18:40:00,17.8508,
3453,19.07.2015 19:00:00,17.8124,
3454,19.07.2015 19:20:00,17.7774,
3455,19.07.2015 19:40:00,17.7638,
3456,19.07.2015 20:00:00,17.7872,
3457,19.07.2015 20:20:00,17.8549,
3458,19.07.2015 20:40:00,17.8918,
3459,19.07.2015 21:00:00,17.9037,3.628
3460,19.07.2015 21:20:00,17.8873,
3461,19.07.2015 21:40:00,17.8897,
3462,19.07.2015 22:00:00,17.8717,
3463,19.07.2015 22:20:00,17.8606,
3464,19.07.2015 22:40:00,17.8579,
3465,19.07.2015 23:00:00,17.8643,
3466,19.07.2015 23:20:00,17.8604,
3467,19.07.2015 23:40:00,17.8677,
3468,20.07.2015 00:00:00,17.8663,
3469,20.07.2015 00:20:00,17.8714,
3470,20.07.2015 00:40:00,17.8762,
3471,20.07.2015 01:00:00,17.8698,
3472,20.07.2015 01:20:00,17.8632,
3473,20.07.2015 01:40:00,17.8542,
3474,20.07.2015 02:00:00,17.8281,
3475,20.07.2015 02:20:00,17.8143,
3476,20.07.2015 02:40:00,17.7964,
3477,20.07.2015 03:00:00,17.7727,
3478,20.07.2015 03:20:00,17.7477,
3479,20.07.2015 03:40:00,17.725,
3480,20.07.2015 04:00:00,17.6967,
3481,20.07.2015 04:20:00,17.6571,
3482,20.07.2015 04:40:00,17.6125,
3483,20.07.2015 05:00:00,17.5667,3.626
3484,20.07.2015 05:20:00,17.5177,
3485,20.07.2015 05:40:00,17.4583,
3486,20.07.2015 06:00:00,17.4077,
3487,20.07.2015 06:20:00,17.3507,
3488,20.07.2015 06:40:00,17.3023,
3489,20.07.2015 07:00:00,17.2413,
3490,20.07.2015 07:20:00,17.1922,
3491,20.07.2015 07:40:00,17.1317,
3492,20.07.2015 08:00:00,17.0626,
3493,20.07.2015 08:20:00,16.9922,
3494,20.07.2015 08:40:00,16.9174,
3495,20.07.2015 09:00:00,16.8344,
3496,20.07.2015 09:20:00,16.7676,
3497,20.07.2015 09:40:00,16.6842,
3498,20.07.2015 10:00:00,16.6099,
3499,20.07.2015 10:20:00,16.5145,
3500,20.07.2015 10:40:00,16.4362,
3501,20.07.2015 11:00:00,16.357,
3502,20.07.2015 11:20:00,16.2835,
3503,20.07.2015 11:40:00,16.2073,
3504,20.07.2015 12:00:00,16.1282,
3505,20.07.2015 12:20:00,16.0547,
3506,20.07.2015 12:40:00,15.9747,
3507,20.07.2015 13:00:00,15.9089,3.615
3508,20.07.2015 13:20:00,15.8407,
3509,20.07.2015 13:40:00,15.7774,
3510,20.07.2015 14:00:00,15.712,
3511,20.07.2015 14:20:00,15.6602,
3512,20.07.2015 14:40:00,15.6265,
3513,20.07.2015 15:00:00,15.6055,
3514,20.07.2015 15:20:00,15.5819,
3515,20.07.2015 15:40:00,15.559,
3516,20.07.2015 16:00:00,15.5293,
3517,20.07.2015 16:20:00,15.5004,
3518,20.07.2015 16:40:00,15.471,
3519,20.07.2015 17:00:00,15.4505,
3520,20.07.2015 17:20:00,15.4356,
3521,20.07.2015 17:40:00,15.4251,
3522,20.07.2015 18:00:00,15.4146,
3523,20.07.2015 18:20:00,15.3939,
3524,20.07.2015 18:40:00,15.4033,
3525,20.07.2015 19:00:00,15.434,
3526,20.07.2015 19:20:00,15.4414,
3527,20.07.2015 19:40:00,15.4404,
3528,20.07.2015 20:00:00,15.4327,
3529,20.07.2015 20:20:00,15.4301,
3530,20.07.2015 20:40:00,15.435,
3531,20.07.2015 21:00:00,15.4386,3.612
3532,20.07.2015 21:20:00,15.4522,
3533,20.07.2015 21:40:00,15.4535,
3534,20.07.2015 22:00:00,15.459,
3535,20.07.2015 22:20:00,15.4685,
3536,20.07.2015 22:40:00,15.4828,
3537,20.07.2015 23:00:00,15.5023,
3538,20.07.2015 23:20:00,15.511,
3539,20.07.2015 23:40:00,15.5107,
3540,21.07.2015 00:00:00,15.5057,
3541,21.07.2015 00:20:00,15.4989,
3542,21.07.2015 00:40:00,15.4942,
3543,21.07.2015 01:00:00,15.4923,
3544,21.07.2015 01:20:00,15.4803,
3545,21.07.2015 01:40:00,15.4818,
3546,21.07.2015 02:00:00,15.4713,
3547,21.07.2015 02:20:00,15.462,
3548,21.07.2015 02:40:00,15.4505,
3549,21.07.2015 03:00:00,15.4362,
3550,21.07.2015 03:20:00,15.4161,
3551,21.07.2015 03:40:00,15.3923,
3552,21.07.2015 04:00:00,15.3631,
3553,21.07.2015 04:20:00,15.3441,
3554,21.07.2015 04:40:00,15.3286,
3555,21.07.2015 05:00:00,15.3131,3.611
3556,21.07.2015 05:20:00,15.3091,
3557,21.07.2015 05:40:00,15.3006,
3558,21.07.2015 06:00:00,15.2735,
3559,21.07.2015 06:20:00,15.265,
3560,21.07.2015 06:40:00,15.2477,
3561,21.07.2015 07:00:00,15.2322,
3562,21.07.2015 07:20:00,15.2106,
3563,21.07.2015 07:40:00,15.1794,
3564,21.07.2015 08:00:00,15.1571,
3565,21.07.2015 08:20:00,15.1314,
3566,21.07.2015 08:40:00,15.0882,
3567,21.07.2015 09:00:00,15.0621,
3568,21.07.2015 09:20:00,15.0249,
3569,21.07.2015 09:40:00,14.998,
3570,21.07.2015 10:00:00,14.9511,
3571,21.07.2015 10:20:00,14.9173,
3572,21.07.2015 10:40:00,14.889,
3573,21.07.2015 11:00:00,14.8484,
3574,21.07.2015 11:20:00,14.8242,
3575,21.07.2015 11:40:00,14.7962,
3576,21.07.2015 12:00:00,14.7546,
3577,21.07.2015 12:20:00,14.7213,
3578,21.07.2015 12:40:00,14.6837,
3579,21.07.2015 13:00:00,14.6529,3.606
3580,21.07.2015 13:20:00,14.613,
3581,21.07.2015 13:40:00,14.5776,
3582,21.07.2015 14:00:00,14.5399,
3583,21.07.2015 14:20:00,14.5055,
3584,21.07.2015 14:40:00,14.4779,
3585,21.07.2015 15:00:00,14.4634,
3586,21.07.2015 15:20:00,16.3779,
3587,21.07.2015 15:40:00,16.9469,
3588,21.07.2015 16:00:00,17.1946,
3589,21.07.2015 16:20:00,17.5173,
3590,21.07.2015 16:40:00,18.9939,
3591,21.07.2015 17:00:00,30.3156,
3592,21.07.2015 17:20:00,25.4045,
3593,21.07.2015 17:40:00,23.8111,
3594,21.07.2015 18:00:00,22.544,
3595,21.07.2015 18:20:00,21.6413,
3596,21.07.2015 18:40:00,21.0845,
3597,21.07.2015 19:00:00,20.6921,
3598,21.07.2015 19:20:00,20.4728,
3599,21.07.2015 19:40:00,20.3955,
3600,21.07.2015 20:00:00,20.4353,
3601,21.07.2015 20:20:00,20.5416,
3602,21.07.2015 20:40:00,20.7099,
3603,21.07.2015 21:00:00,20.9517,3.635
3604,21.07.2015 21:20:00,21.248,
3605,21.07.2015 21:40:00,21.5552,
3606,21.07.2015 22:00:00,21.7356,
3607,21.07.2015 22:20:00,24.397,
3608,21.07.2015 22:40:00,23.9374,
3609,21.07.2015 23:00:00,23.2252,
3610,21.07.2015 23:20:00,22.8097,
3611,21.07.2015 23:40:00,22.6331,
3612,22.07.2015 00:00:00,22.5253,
3613,22.07.2015 00:20:00,22.4442,
3614,22.07.2015 00:40:00,22.3129,
3615,22.07.2015 01:00:00,22.1742,
3616,22.07.2015 01:20:00,22.0338,
3617,22.07.2015 01:40:00,21.848,
3618,22.07.2015 02:00:00,21.6806,
3619,22.07.2015 02:20:00,21.5097,
3620,22.07.2015 02:40:00,21.3434,
3621,22.07.2015 03:00:00,21.1284,
3622,22.07.2015 03:20:00,20.9438,
3623,22.07.2015 03:40:00,20.8131,
3624,22.07.2015 04:00:00,20.6943,
3625,22.07.2015 04:20:00,20.5977,
3626,22.07.2015 04:40:00,20.5037,
3627,22.07.2015 05:00:00,20.4084,3.641
3628,22.07.2015 05:20:00,20.335,
3629,22.07.2015 05:40:00,20.2449,
3630,22.07.2015 06:00:00,20.1678,
3631,22.07.2015 06:20:00,20.0522,
3632,22.07.2015 06:40:00,19.9549,
3633,22.07.2015 07:00:00,19.8427,
3634,22.07.2015 07:20:00,19.7429,
3635,22.07.2015 07:40:00,19.6462,
3636,22.07.2015 08:00:00,19.5368,
3637,22.07.2015 08:20:00,19.4511,
3638,22.07.2015 08:40:00,19.349,
3639,22.07.2015 09:00:00,19.2536,
3640,22.07.2015 09:20:00,19.1421,
3641,22.07.2015 09:40:00,19.0402,
3642,22.07.2015 10:00:00,18.9347,
3643,22.07.2015 10:20:00,18.8158,
3644,22.07.2015 10:40:00,18.707,
3645,22.07.2015 11:00:00,18.6273,
3646,22.07.2015 11:20:00,18.5557,
3647,22.07.2015 11:40:00,18.5914,
3648,22.07.2015 12:00:00,18.5834,
3649,22.07.2015 12:20:00,18.5596,
3650,22.07.2015 12:40:00,18.5663,
3651,22.07.2015 13:00:00,18.7936,3.633
3652,22.07.2015 13:20:00,19.1394,
3653,22.07.2015 13:40:00,19.5376,
3654,22.07.2015 14:00:00,19.7841,
3655,22.07.2015 14:20:00,19.9252,
3656,22.07.2015 14:40:00,20.016,
3657,22.07.2015 15:00:00,20.1144,
3658,22.07.2015 15:20:00,20.2366,
3659,22.07.2015 15:40:00,20.3432,
3660,22.07.2015 16:00:00,20.4513,
3661,22.07.2015 16:20:00,20.5587,
3662,22.07.2015 16:40:00,20.6652,
3663,22.07.2015 17:00:00,20.7861,
3664,22.07.2015 17:20:00,20.907,
3665,22.07.2015 17:40:00,21.0203,
3666,22.07.2015 18:00:00,21.1215,
3667,22.07.2015 18:20:00,21.1941,
3668,22.07.2015 18:40:00,21.2445,
3669,22.07.2015 19:00:00,21.3035,
3670,22.07.2015 19:20:00,21.349,
3671,22.07.2015 19:40:00,21.3693,
3672,22.07.2015 20:00:00,21.354,
3673,22.07.2015 20:20:00,21.3709,
3674,22.07.2015 20:40:00,21.3751,
3675,22.07.2015 21:00:00,21.3445,3.646
3676,22.07.2015 21:20:00,21.3206,
3677,22.07.2015 21:40:00,21.2995,
3678,22.07.2015 22:00:00,21.264,
3679,22.07.2015 22:20:00,21.2631,
3680,22.07.2015 22:40:00,21.3112,
3681,22.07.2015 23:00:00,21.3742,
3682,22.07.2015 23:20:00,21.377,
3683,22.07.2015 23:40:00,21.3621,
3684,23.07.2015 00:00:00,21.3311,
3685,23.07.2015 00:20:00,21.2711,
3686,23.07.2015 00:40:00,21.2223,
3687,23.07.2015 01:00:00,21.1711,
3688,23.07.2015 01:20:00,21.1081,
3689,23.07.2015 01:40:00,21.0399,
3690,23.07.2015 02:00:00,20.9728,
3691,23.07.2015 02:20:00,20.9206,
3692,23.07.2015 02:40:00,20.8788,
3693,23.07.2015 03:00:00,20.8205,
3694,23.07.2015 03:20:00,20.786,
3695,23.07.2015 03:40:00,20.7517,
3696,23.07.2015 04:00:00,20.7227,
3697,23.07.2015 04:20:00,20.6848,
3698,23.07.2015 04:40:00,20.6484,
3699,23.07.2015 05:00:00,20.6077,3.643
3700,23.07.2015 05:20:00,20.5604,
3701,23.07.2015 05:40:00,20.5208,
3702,23.07.2015 06:00:00,20.4764,
3703,23.07.2015 06:20:00,20.4176,
3704,23.07.2015 06:40:00,20.3677,
3705,23.07.2015 07:00:00,20.3145,
3706,23.07.2015 07:20:00,20.2696,
3707,23.07.2015 07:40:00,20.2238,
3708,23.07.2015 08:00:00,20.1875,
3709,23.07.2015 08:20:00,20.134,
3710,23.07.2015 08:40:00,20.0785,
3711,23.07.2015 09:00:00,20.0429,
3712,23.07.2015 09:20:00,19.9962,
3713,23.07.2015 09:40:00,19.9635,
3714,23.07.2015 10:00:00,19.938,
3715,23.07.2015 10:20:00,19.9175,
3716,23.07.2015 10:40:00,19.9098,
3717,23.07.2015 11:00:00,19.8989,
3718,23.07.2015 11:20:00,19.8532,
3719,23.07.2015 11:40:00,19.809,
3720,23.07.2015 12:00:00,19.7774,
3721,23.07.2015 12:20:00,19.7449,
3722,23.07.2015 12:40:00,19.7383,
3723,23.07.2015 13:00:00,19.7329,3.636
3724,23.07.2015 13:20:00,19.7462,
3725,23.07.2015 13:40:00,19.8936,
3726,23.07.2015 14:00:00,20.1081,
3727,23.07.2015 14:20:00,20.2532,
3728,23.07.2015 14:40:00,20.3818,
3729,23.07.2015 15:00:00,20.6824,
3730,23.07.2015 15:20:00,20.9271,
3731,23.07.2015 15:40:00,21.1485,
3732,23.07.2015 16:00:00,21.3141,
3733,23.07.2015 16:20:00,21.4424,
3734,23.07.2015 16:40:00,21.558,
3735,23.07.2015 17:00:00,21.7028,
3736,23.07.2015 17:20:00,21.8834,
3737,23.07.2015 17:40:00,22.1167,
3738,23.07.2015 18:00:00,22.3967,
3739,23.07.2015 18:20:00,22.7254,
3740,23.07.2015 18:40:00,23.086,
3741,23.07.2015 19:00:00,23.4732,
3742,23.07.2015 19:20:00,23.8445,
3743,23.07.2015 19:40:00,24.237,
3744,23.07.2015 20:00:00,24.6244,
3745,23.07.2015 20:20:00,24.9698,
3746,23.07.2015 20:40:00,25.3045,
3747,23.07.2015 21:00:00,25.6403,3.661
3748,23.07.2015 21:20:00,25.9379,
3749,23.07.2015 21:40:00,26.1699,
3750,23.07.2015 22:00:00,26.354,
3751,23.07.2015 22:20:00,26.4759,
3752,23.07.2015 22:40:00,26.4879,
3753,23.07.2015 23:00:00,26.4264,
3754,23.07.2015 23:20:00,26.4142,
3755,23.07.2015 23:40:00,26.4426,
3756,24.07.2015 00:00:00,26.4752,
3757,24.07.2015 00:20:00,26.4857,
3758,24.07.2015 00:40:00,26.4892,
3759,24.07.2015 01:00:00,26.4766,
3760,24.07.2015 01:20:00,26.4439,
3761,24.07.2015 01:40:00,26.3863,
3762,24.07.2015 02:00:00,26.2547,
3763,24.07.2015 02:20:00,26.1233,
3764,24.07.2015 02:40:00,25.9978,
3765,24.07.2015 03:00:00,25.8773,
3766,24.07.2015 03:20:00,25.7459,
3767,24.07.2015 03:40:00,25.632,
3768,24.07.2015 04:00:00,25.4895,
3769,24.07.2015 04:20:00,25.3485,
3770,24.07.2015 04:40:00,25.2056,
3771,24.07.2015 05:00:00,25.0766,3.664
3772,24.07.2015 05:20:00,24.9332,
3773,24.07.2015 05:40:00,24.7588,
3774,24.07.2015 06:00:00,24.5827,
3775,24.07.2015 06:20:00,24.3607,
3776,24.07.2015 06:40:00,24.1397,
3777,24.07.2015 07:00:00,23.9324,
3778,24.07.2015 07:20:00,23.7034,
3779,24.07.2015 07:40:00,23.5289,
3780,24.07.2015 08:00:00,23.3729,
3781,24.07.2015 08:20:00,23.2106,
3782,24.07.2015 08:40:00,23.0624,
3783,24.07.2015 09:00:00,22.9329,
3784,24.07.2015 09:20:00,22.8004,
3785,24.07.2015 09:40:00,22.6681,
3786,24.07.2015 10:00:00,22.5483,
3787,24.07.2015 10:20:00,22.4223,
3788,24.07.2015 10:40:00,22.3,
3789,24.07.2015 11:00:00,22.223,
3790,24.07.2015 11:20:00,22.1104,
3791,24.07.2015 11:40:00,22.0059,
3792,24.07.2015 12:00:00,21.9066,
3793,24.07.2015 12:20:00,21.8118,
3794,24.07.2015 12:40:00,21.731,
3795,24.07.2015 13:00:00,21.5362,3.649
3796,24.07.2015 13:20:00,21.3817,
3797,24.07.2015 13:40:00,21.0595,
3798,24.07.2015 14:00:00,20.6335,
3799,24.07.2015 14:20:00,20.2537,
3800,24.07.2015 14:40:00,19.9292,
3801,24.07.2015 15:00:00,19.5057,
3802,24.07.2015 15:20:00,19.1436,
3803,24.07.2015 15:40:00,18.8927,
3804,24.07.2015 16:00:00,18.6772,
3805,24.07.2015 16:20:00,18.5056,
3806,24.07.2015 16:40:00,18.4255,
3807,24.07.2015 17:00:00,18.3809,
3808,24.07.2015 17:20:00,18.4395,
3809,24.07.2015 17:40:00,18.6931,
3810,24.07.2015 18:00:00,18.9135,
3811,24.07.2015 18:20:00,19.1814,
3812,24.07.2015 18:40:00,19.517,
3813,24.07.2015 19:00:00,19.9006,
3814,24.07.2015 19:20:00,20.2704,
3815,24.07.2015 19:40:00,20.7557,
3816,24.07.2015 20:00:00,21.1496,
3817,24.07.2015 20:20:00,21.4419,
3818,24.07.2015 20:40:00,21.6361,
3819,24.07.2015 21:00:00,21.8956,3.647
3820,24.07.2015 21:20:00,22.2701,
3821,24.07.2015 21:40:00,22.6044,
3822,24.07.2015 22:00:00,22.9384,
3823,24.07.2015 22:20:00,23.1545,
3824,24.07.2015 22:40:00,23.3859,
3825,24.07.2015 23:00:00,23.6744,
3826,24.07.2015 23:20:00,23.9156,
3827,24.07.2015 23:40:00,24.1752,
3828,25.07.2015 00:00:00,24.3184,
3829,25.07.2015 00:20:00,24.3043,
3830,25.07.2015 00:40:00,24.5037,
3831,25.07.2015 01:00:00,24.7384,
3832,25.07.2015 01:20:00,25.0086,
3833,25.07.2015 01:40:00,25.2441,
3834,25.07.2015 02:00:00,25.4287,
3835,25.07.2015 02:20:00,25.5244,
3836,25.07.2015 02:40:00,25.5704,
3837,25.07.2015 03:00:00,25.5556,
3838,25.07.2015 03:20:00,25.5067,
3839,25.07.2015 03:40:00,25.4328,
3840,25.07.2015 04:00:00,25.3392,
3841,25.07.2015 04:20:00,25.235,
3842,25.07.2015 04:40:00,25.1151,
3843,25.07.2015 05:00:00,24.9423,3.66
3844,25.07.2015 05:20:00,24.7608,
3845,25.07.2015 05:40:00,24.5996,
3846,25.07.2015 06:00:00,24.4299,
3847,25.07.2015 06:20:00,24.2656,
3848,25.07.2015 06:40:00,24.0963,
3849,25.07.2015 07:00:00,23.9438,
3850,25.07.2015 07:20:00,23.7821,
3851,25.07.2015 07:40:00,23.644,
3852,25.07.2015 08:00:00,23.4855,
3853,25.07.2015 08:20:00,23.3508,
3854,25.07.2015 08:40:00,23.2198,
3855,25.07.2015 09:00:00,23.1067,
3856,25.07.2015 09:20:00,23.0057,
3857,25.07.2015 09:40:00,22.8954,
3858,25.07.2015 10:00:00,22.7751,
3859,25.07.2015 10:20:00,22.692,
3860,25.07.2015 10:40:00,22.5829,
3861,25.07.2015 11:00:00,22.5635,
3862,25.07.2015 11:20:00,22.7778,
3863,25.07.2015 11:40:00,23.1064,
3864,25.07.2015 12:00:00,23.241,
3865,25.07.2015 12:20:00,23.3411,
3866,25.07.2015 12:40:00,23.3308,
3867,25.07.2015 13:00:00,23.2996,3.657
3868,25.07.2015 13:20:00,23.2793,
3869,25.07.2015 13:40:00,23.2817,
3870,25.07.2015 14:00:00,23.442,
3871,25.07.2015 14:20:00,23.5121,
3872,25.07.2015 14:40:00,23.1669,
3873,25.07.2015 15:00:00,23.0678,
3874,25.07.2015 15:20:00,23.1151,
3875,25.07.2015 15:40:00,23.3102,
3876,25.07.2015 16:00:00,23.5775,
3877,25.07.2015 16:20:00,23.8326,
3878,25.07.2015 16:40:00,24.0148,
3879,25.07.2015 17:00:00,24.3067,
3880,25.07.2015 17:20:00,24.6498,
3881,25.07.2015 17:40:00,24.922,
3882,25.07.2015 18:00:00,25.2372,
3883,25.07.2015 18:20:00,25.5422,
3884,25.07.2015 18:40:00,25.8392,
3885,25.07.2015 19:00:00,25.9878,
3886,25.07.2015 19:20:00,26.2047,
3887,25.07.2015 19:40:00,26.3899,
3888,25.07.2015 20:00:00,26.5554,
3889,25.07.2015 20:20:00,26.7637,
3890,25.07.2015 20:40:00,26.9589,
3891,25.07.2015 21:00:00,27.1172,3.667
3892,25.07.2015 21:20:00,27.3379,
3893,25.07.2015 21:40:00,27.4995,
3894,25.07.2015 22:00:00,27.6961,
3895,25.07.2015 22:20:00,27.3403,
3896,25.07.2015 22:40:00,27.3462,
3897,25.07.2015 23:00:00,26.9832,
3898,25.07.2015 23:20:00,26.889,
3899,25.07.2015 23:40:00,26.791,
3900,26.07.2015 00:00:00,26.7818,
3901,26.07.2015 00:20:00,26.9618,
3902,26.07.2015 00:40:00,27.0689,
3903,26.07.2015 01:00:00,27.1132,
3904,26.07.2015 01:20:00,27.1065,
3905,26.07.2015 01:40:00,27.0301,
3906,26.07.2015 02:00:00,26.9818,
3907,26.07.2015 02:20:00,26.9191,
3908,26.07.2015 02:40:00,26.8527,
3909,26.07.2015 03:00:00,26.7473,
3910,26.07.2015 03:20:00,26.6499,
3911,26.07.2015 03:40:00,26.5429,
3912,26.07.2015 04:00:00,26.4136,
3913,26.07.2015 04:20:00,26.2539,
3914,26.07.2015 04:40:00,26.0593,
3915,26.07.2015 05:00:00,25.866,3.668
3916,26.07.2015 05:20:00,25.6886,
3917,26.07.2015 05:40:00,25.5282,
3918,26.07.2015 06:00:00,25.3613,
3919,26.07.2015 06:20:00,25.198,
3920,26.07.2015 06:40:00,25.0416,
3921,26.07.2015 07:00:00,24.8652,
3922,26.07.2015 07:20:00,24.7317,
3923,26.07.2015 07:40:00,24.5957,
3924,26.07.2015 08:00:00,24.4623,
3925,26.07.2015 08:20:00,24.327,
3926,26.07.2015 08:40:00,24.1979,
3927,26.07.2015 09:00:00,24.0746,
3928,26.07.2015 09:20:00,23.9579,
3929,26.07.2015 09:40:00,23.8472,
3930,26.07.2015 10:00:00,23.7439,
3931,26.07.2015 10:20:00,23.6678,
3932,26.07.2015 10:40:00,23.7003,
3933,26.07.2015 11:00:00,23.8447,
3934,26.07.2015 11:20:00,25.462,
3935,26.07.2015 11:40:00,26.9462,
3936,26.07.2015 12:00:00,27.0216,
3937,26.07.2015 12:20:00,24.9234,
3938,26.07.2015 12:40:00,24.6987,
3939,26.07.2015 13:00:00,24.6304,3.663
3940,26.07.2015 13:20:00,24.5747,
3941,26.07.2015 13:40:00,24.4558,
3942,26.07.2015 14:00:00,24.3576,
3943,26.07.2015 14:20:00,24.2629,
3944,26.07.2015 14:40:00,23.2084,
3945,26.07.2015 15:00:00,22.7214,
3946,26.07.2015 15:20:00,23.3768,
3947,26.07.2015 15:40:00,22.6955,
3948,26.07.2015 16:00:00,23.1606,
3949,26.07.2015 16:20:00,25.2112,
3950,26.07.2015 16:40:00,24.5885,
3951,26.07.2015 17:00:00,24.6887,
3952,26.07.2015 17:20:00,25.0548,
3953,26.07.2015 17:40:00,27.7359,
3954,26.07.2015 18:00:00,6.57907,
3955,26.07.2015 18:20:00,5.58566,
3956,26.07.2015 18:40:00,5.19995,
3957,26.07.2015 19:00:00,5.00797,
3958,26.07.2015 19:20:00,4.91774,
3959,26.07.2015 19:40:00,4.8736,
3960,26.07.2015 20:00:00,4.84071,
3961,26.07.2015 20:20:00,4.83578,
3962,26.07.2015 20:40:00,4.82274,
3963,26.07.2015 21:00:00,4.81719,3.551
3964,26.07.2015 21:20:00,4.80395,
3965,26.07.2015 21:40:00,4.80612,
3966,26.07.2015 22:00:00,4.79712,
3967,26.07.2015 22:20:00,4.80402,
3968,26.07.2015 22:40:00,4.80234,
3969,26.07.2015 23:00:00,4.79705,
3970,26.07.2015 23:20:00,4.7931,
3971,26.07.2015 23:40:00,4.80002,
3972,27.07.2015 00:00:00,4.79592,
3973,27.07.2015 00:20:00,4.7969,
3974,27.07.2015 00:40:00,4.79723,
3975,27.07.2015 01:00:00,4.79538,
3976,27.07.2015 01:20:00,4.80155,
3977,27.07.2015 01:40:00,4.79828,
3978,27.07.2015 02:00:00,4.80054,
3979,27.07.2015 02:20:00,4.79971,
3980,27.07.2015 02:40:00,4.80493,
3981,27.07.2015 03:00:00,4.79886,
3982,27.07.2015 03:20:00,4.80319,
3983,27.07.2015 03:40:00,4.80855,
3984,27.07.2015 04:00:00,4.8079,
3985,27.07.2015 04:20:00,4.80224,
3986,27.07.2015 04:40:00,4.80642,
3987,27.07.2015 05:00:00,4.81012,3.538
3988,27.07.2015 05:20:00,4.80873,
3989,27.07.2015 05:40:00,4.81037,
3990,27.07.2015 06:00:00,4.81742,
3991,27.07.2015 06:20:00,4.81715,
3992,27.07.2015 06:40:00,4.81911,
3993,27.07.2015 07:00:00,4.81297,
3994,27.07.2015 07:20:00,4.82027,
3995,27.07.2015 07:40:00,4.82739,
3996,27.07.2015 08:00:00,4.81993,
3997,27.07.2015 08:20:00,4.82546,
3998,27.07.2015 08:40:00,4.82638,
3999,27.07.2015 09:00:00,4.82503,
4000,27.07.2015 09:20:00,4.83669,
4001,27.07.2015 09:40:00,4.82671,
4002,27.07.2015 10:00:00,4.82855,
4003,27.07.2015 10:20:00,4.83087,
4004,27.07.2015 10:40:00,4.8313,
4005,27.07.2015 11:00:00,4.83661,
4006,27.07.2015 11:20:00,4.82949,
4007,27.07.2015 11:40:00,4.84321,
4008,27.07.2015 12:00:00,4.84049,
4009,27.07.2015 12:20:00,4.84107,
4010,27.07.2015 12:40:00,4.84865,
4011,27.07.2015 13:00:00,4.83367,3.533
4012,27.07.2015 13:20:00,4.85054,
4013,27.07.2015 13:40:00,4.8484,
4014,27.07.2015 14:00:00,4.8517,
4015,27.07.2015 14:20:00,4.85335,
4016,27.07.2015 14:40:00,4.85316,
4017,27.07.2015 15:00:00,4.85393,
4018,27.07.2015 15:20:00,4.8597,
4019,27.07.2015 15:40:00,4.85733,
4020,27.07.2015 16:00:00,4.85857,
4021,27.07.2015 16:20:00,4.85872,
4022,27.07.2015 16:40:00,4.86137,
4023,27.07.2015 17:00:00,4.85909,
4024,27.07.2015 17:20:00,4.86147,
4025,27.07.2015 17:40:00,4.86837,
4026,27.07.2015 18:00:00,4.86619,
4027,27.07.2015 18:20:00,4.86771,
4028,27.07.2015 18:40:00,4.8667,
4029,27.07.2015 19:00:00,4.87265,
4030,27.07.2015 19:20:00,4.87794,
4031,27.07.2015 19:40:00,4.87124,
4032,27.07.2015 20:00:00,4.87498,
4033,27.07.2015 20:20:00,4.87999,
4034,27.07.2015 20:40:00,4.888,
4035,27.07.2015 21:00:00,4.88057,3.529
4036,27.07.2015 21:20:00,4.88377,
4037,27.07.2015 21:40:00,4.88435,
4038,27.07.2015 22:00:00,4.89022,
4039,27.07.2015 22:20:00,4.88979,
4040,27.07.2015 22:40:00,4.88848,
4041,27.07.2015 23:00:00,4.89244,
4042,27.07.2015 23:20:00,4.89025,
4043,27.07.2015 23:40:00,4.89025,
4044,28.07.2015 00:00:00,4.89802,
4045,28.07.2015 00:20:00,4.89758,
4046,28.07.2015 00:40:00,4.90002,
4047,28.07.2015 01:00:00,4.90611,
4048,28.07.2015 01:20:00,4.9013,
4049,28.07.2015 01:40:00,4.90118,
4050,28.07.2015 02:00:00,4.90419,
4051,28.07.2015 02:20:00,4.90669,
4052,28.07.2015 02:40:00,4.9116,
4053,28.07.2015 03:00:00,4.91095,
4054,28.07.2015 03:20:00,4.9145,
4055,28.07.2015 03:40:00,4.91576,
4056,28.07.2015 04:00:00,4.91653,
4057,28.07.2015 04:20:00,4.91908,
4058,28.07.2015 04:40:00,4.92079,
